id_colaborador,nome,departamento,horas_extras,horas_trabalhadas,tickets_fora_horario,horario_ticket,nivel_clima
1219,Daniela Mendes,Operações,11.6,9.0,6,12h20,9.0
1641,Sr. João Gabriel Dias,TI,6.5,9.0,7,04h48,2.0
1932,Pedro Miguel da Rosa,Financeiro,15.9,8.5,4,06h48,5.0
1852,Davi Miguel Sampaio,Tecnologia da Informação,18.0,9.5,1,00:28,1.0
1823,Luiz Otávio Pimenta,Recursos Humanos,10.0,6.0,5,23h53,5.0
1937,Alana Sá,RH,6.8,7.3,4,01h00,9.0
1624,Giovanna Ferreira,TI,6.9,10.4,4,10:53,3.0
1855,Ana Lívia Alves,Operacoes,6.6,9.9,4,15:24,7.0
1950,Léo Mendes,Operacoes,8.8,8.7,4,11:18,
1386,Vitória da Costa,TI,11.0,7.4,2,19:27,6.0
1992,Jade Sousa,Operacoes,12.5,6.9,1,17h16,1.0
1509,Isaque Aragão,TI,7.5,7.5,3,06:04,4.0
1267,Ana Clara Moreira,Financeiro,13.4,7.8,1,23:04,2.0
1836,Enrico Barros,Tecnologia da Informação,12.9,7.5,3,19h25,1.0
1441,Theo Ramos,Financeiro,16.1,6.8,4,,7.0
1496,Srta. Manuela Câmara,TI,13.7,11.1,6,14h43,9.0
1112,Srta. Nicole Moraes,ti,13.0,9.4,1,01:35,8.0
1691,Maya Monteiro,Recursos Humanos,16.1,10.7,2,00h21,2.0
1232,Nathan Pereira,Financeiro,14.8,8.7,4,03:15,8.0
1886,Isabel da Cunha,Comercial,14.2,9.4,1,12:29,7.0
1607,Sophia das Neves,Tecnologia da Informação,11.3,7.2,2,10:41,1.0
1671,Cecília Montenegro,Recursos Humanos,8.8,8.3,3,20:05,5.0
1373,Dra. Eloá Nascimento,Tecnologia da Informação,14.3,8.5,4,22h30,8.0
1737,Yago Cavalcanti,Comercial,13.9,7.2,1,02:17,1.0
1859,Liz Rodrigues,Tecnologia da Informação,5.6,4.8,4,12h32,2.0
1233,Yuri das Neves,Comercial,3.6,11.1,4,09:44,
1801,Maria Sophia Sales,Operacoes,18.9,7.3,4,14h58,9.0
1676,Lívia da Paz,Comercial,12.3,6.9,5,10:08,6.0
1317,Isabella Aparecida,Operações,7.6,8.8,8,20:31,3.0
1648,Rebeca Rocha,ti,9.8,8.3,4,20h42,8.0
1410,Gael da Rocha,ti,17.9,7.4,3,11h33,4.0
1915,Dra. Alexia Montenegro,Operacoes,17.7,9.3,1,14h42,8.0
1709,Benjamin Alves,Recursos Humanos,6.1,8.4,4,00h48,6.0
1358,Lunna das Neves,TI,10.5,6.7,2,22:30,3.0
1258,Srta. Ana Laura Rios,ti,13.0,8.5,5,03h54,4.0
1744,Eduarda Pereira,Recursos Humanos,,9.1,0,03h15,3.0
1627,Mariah Marques,Tecnologia da Informação,13.3,8.6,1,22:53,7.0
1632,Dra. Maria Laura Casa Grande,TI,6.6,10.3,3,11h34,9.0
1282,Srta. Catarina Duarte,Operacoes,7.3,9.5,3,01h37,9.0
1376,Maria Clara Porto,Operacoes,10.8,10.2,2,09:32,6.0
1384,Caleb Fogaça,Comercial,7.2,8.0,4,,5.0
1224,Larissa Freitas,Comercial,9.3,8.5,3,13:09,
1973,Apollo Costa,ti,12.9,8.9,2,17h55,1.0
1965,Elisa Pinto,ti,10.9,8.8,4,10:01,7.0
1472,Bárbara Pacheco,ti,15.0,9.2,4,00h19,1.0
1347,Srta. Agatha Garcia,Operações,7.7,6.2,5,11h43,4.0
1505,Dom Camargo,Operacoes,14.7,10.7,4,00:19,1.0
1639,Luiza da Mota,Financeiro,19.7,9.0,2,08h38,9.0
1513,Maria Luísa Pimenta,Financeiro,13.6,7.7,2,16:18,3.0
1797,Pedro Miguel Souza,ti,10.8,9.6,5,06:08,4.0
1946,Ana Cecília Novais,Financeiro,13.8,9.1,2,18:35,8.0
1922,Maysa Gonçalves,Operacoes,0.0,11.7,1,04h26,3.0
1619,Maria Laura da Costa,Financeiro,6.3,7.5,3,18h05,10.0
1872,Benjamin Mendonça,ti,15.8,9.2,4,19:44,10.0
1820,Benjamim Nogueira,TI,6.9,6.8,1,20:59,7.0
1645,Srta. Luísa Cirino,ti,23.8,8.5,2,12:28,7.0
1863,Alícia Teixeira,Tecnologia da Informação,18.0,9.3,4,00:14,7.0
1556,Thiago Monteiro,ti,9.7,9.1,0,13h41,8.0
1977,Davi Lucas Silva,Recursos Humanos,11.0,6.5,2,05:11,
1577,Nicole Costa,Comercial,21.1,9.4,0,07h36,9.0
1795,Joana Rodrigues,Tecnologia da Informação,,8.0,3,18h57,9.0
1085,Pietra Nunes,Comercial,14.3,8.5,3,05h51,4.0
1242,Thomas Brito,Operações,5.0,6.6,6,08:53,9.0
1698,Sofia da Rocha,Comercial,2.7,11.3,2,01h35,3.0
1159,Maria Luísa Machado,Recursos Humanos,14.5,5.6,5,11:44,6.0
1524,Ryan Teixeira,Operações,23.7,7.7,3,10:41,4.0
1035,Ana Laura Camargo,Operacoes,,7.3,4,23h31,
1540,José Borges,Tecnologia da Informação,13.1,12.5,2,05h46,8.0
1170,Kamilly Vargas,Tecnologia da Informação,10.9,7.3,3,18h40,2.0
1654,Srta. Bianca Vasconcelos,Comercial,14.4,8.7,2,14h00,8.0
1907,Júlia da Costa,Operações,12.3,9.4,2,10h35,8.0
1874,Sra. Milena Martins,Recursos Humanos,17.2,8.5,1,15h12,2.0
1864,Arthur Carvalho,Tecnologia da Informação,3.9,8.8,4,23h01,4.0
1962,Heloisa Porto,Tecnologia da Informação,,9.0,4,01:05,6.0
1733,Benjamin da Conceição,Comercial,,7.3,1,15:01,7.0
1095,Bárbara Mendonça,RH,8.1,6.9,3,19:32,7.0
1563,Pedro Miguel Cassiano,TI,21.2,8.7,2,16h47,2.0
1240,Alana Novais,RH,8.5,7.0,2,10:47,5.0
1742,Dr. Ian Silva,Recursos Humanos,6.6,9.3,5,07h01,10.0
1574,Gustavo Farias,ti,17.5,8.7,6,16:26,9.0
1690,Sra. Giovanna Siqueira,Recursos Humanos,19.2,7.6,4,11h08,3.0
1460,Maria Isis Moura,Operações,17.3,10.1,3,09:45,1.0
1553,Maria Flor Pastor,TI,7.7,8.1,2,21h52,5.0
1895,José Fonseca,Financeiro,13.3,7.0,6,21:46,7.0
1206,Dra. Helena Andrade,Comercial,18.9,5.9,3,08h49,2.0
1392,Mathias Jesus,Financeiro,8.9,8.7,2,04:33,10.0
1794,Cecilia Porto,TI,9.8,5.5,2,12h57,2.0
1397,Sra. Liz Cirino,ti,15.1,7.3,6,05h57,8.0
1766,Aylla Teixeira,Financeiro,17.8,9.2,3,22h42,
1865,Ana Luiza Melo,TI,10.7,10.3,2,11h45,
1217,Clarice Pimenta,Financeiro,13.2,9.2,3,15h50,2.0
1004,Vinícius Pinto,Comercial,,5.3,3,22h41,4.0
1768,Maria Fernanda Oliveira,TI,18.0,7.7,4,08:50,6.0
1642,João Lucas Santos,Tecnologia da Informação,9.2,5.9,3,20h08,5.0
1914,Valentim Viana,ti,4.4,6.6,0,03:48,6.0
1612,Felipe da Mata,RH,11.4,7.9,3,13:24,10.0
1738,Marcelo Pacheco,RH,13.1,10.5,2,20h56,4.0
1546,Vitor Pires,Comercial,23.4,10.9,3,00h00,8.0
1725,Olivia Cavalcante,Operações,3.5,7.9,0,05h01,5.0
1683,Kevin Fernandes,Tecnologia da Informação,2.8,5.9,3,16:58,2.0
1098,João Gabriel Caldeira,Financeiro,20.4,6.5,4,13h04,6.0
1804,Mirella Silva,Comercial,6.7,11.2,3,11:56,9.0
1727,Breno Jesus,RH,13.9,8.8,2,04:07,2.0
1573,Dra. Amanda Barros,Operacoes,3.8,11.5,1,02:11,3.0
1406,Laura Sá,Financeiro,2.8,6.8,0,14h29,
1502,Aylla Pacheco,Operacoes,8.4,5.2,3,02h43,7.0
1047,Ravi Fonseca,Comercial,8.0,9.8,1,21:27,2.0
1032,Sra. Aylla Borges,Financeiro,13.4,9.8,0,,9.0
1779,Nicolas Moraes,Operacoes,21.9,9.0,1,22h35,7.0
1839,Maria Clara Cardoso,Operacoes,6.1,7.3,3,23:45,6.0
1200,Lara Azevedo,Comercial,5.2,9.3,1,09:35,3.0
1134,Ana Lívia das Neves,Financeiro,,7.4,1,23:34,1.0
1027,Matteo Viana,Recursos Humanos,22.2,9.8,0,21h56,2.0
1947,Fernando Azevedo,Operacoes,15.2,8.7,2,07h11,9.0
1230,Daniel Ribeiro,Comercial,15.3,7.0,3,18h19,6.0
1489,Luiz Fernando Aparecida,ti,3.7,7.7,4,07h43,4.0
1772,Luna da Cruz,TI,8.4,9.0,4,14h04,
1378,Léo Sousa,Financeiro,23.7,8.1,3,11h55,5.0
1288,Sr. Rael Correia,Operacoes,18.7,7.5,4,19h39,9.0
1418,Larissa Vasconcelos,Operações,7.0,11.6,3,09h41,9.0
1674,Rael Rodrigues,RH,13.1,6.5,1,07:31,1.0
1391,Calebe Aragão,ti,7.6,9.8,2,11:23,
1592,Enrico Vargas,Recursos Humanos,13.4,9.5,5,21:31,7.0
1498,Ísis Lima,ti,19.4,7.8,2,02:02,10.0
1138,Dr. Joaquim Marques,Tecnologia da Informação,2.0,11.1,4,22h16,8.0
1062,Maria Vitória Moraes,TI,13.9,8.3,4,03h56,7.0
1471,João Miguel Vieira,Recursos Humanos,22.2,8.0,2,15h11,7.0
1647,Benjamin Nunes,ti,15.0,11.2,2,15h20,8.0
1128,Cauã Rios,Operacoes,12.0,8.7,1,14:58,3.0
1996,Ester Viana,Tecnologia da Informação,4.3,7.3,4,00:42,9.0
1520,Natália Garcia,Operações,20.0,9.4,0,,5.0
1838,Evelyn Novais,RH,8.6,6.8,2,12h24,7.0
1982,Dr. Luiz Felipe Araújo,RH,12.1,6.6,5,09:39,2.0
1064,Carlos Eduardo Aparecida,Financeiro,7.8,8.5,4,08h13,6.0
1812,Pedro Lucas Teixeira,ti,14.8,8.2,3,08:46,6.0
1014,Calebe Fonseca,Recursos Humanos,5.4,6.7,4,11:22,3.0
1156,Luiz Henrique Moura,Recursos Humanos,5.5,10.1,8,14:50,8.0
1040,Luísa Leão,ti,13.3,6.6,3,14:07,9.0
1492,Nicole Costela,Financeiro,6.4,8.9,1,18:34,4.0
1379,João Pedro Farias,Comercial,18.9,7.7,3,03:51,5.0
1187,Mathias Fonseca,TI,14.1,9.2,4,08:01,10.0
1763,Marcos Vinicius Sousa,RH,13.8,10.9,2,19h20,3.0
1216,Sofia Rodrigues,Tecnologia da Informação,17.8,9.0,1,23:09,1.0
1791,Thomas Ribeiro,Operacoes,9.0,10.6,4,13h48,9.0
1052,Thomas Sales,Operacoes,4.2,8.3,4,17:06,8.0
1878,Erick Pinto,ti,16.1,8.9,4,18:42,2.0
1337,Miguel Câmara,Financeiro,13.6,9.5,5,20:42,2.0
1748,Rebeca Lopes,Tecnologia da Informação,18.2,6.4,2,00h45,10.0
1719,Maria Sophia da Luz,Financeiro,11.2,9.0,2,03:10,3.0
1724,Luna da Cruz,Recursos Humanos,12.5,11.0,5,12:32,6.0
1295,João Gabriel Mendes,Tecnologia da Informação,13.2,7.9,4,19h05,10.0
1701,Sr. Vitor Alves,TI,25.8,6.3,7,05h14,1.0
1251,Guilherme Pereira,RH,4.9,8.0,5,09:31,1.0
1726,Ana Clara Macedo,Operações,7.7,9.3,1,23:35,
1461,Daniel Peixoto,Operacoes,11.5,6.3,3,23:30,5.0
1455,Srta. Isabel Barbosa,Recursos Humanos,,6.2,3,09h14,9.0
1280,Davi Miguel Pereira,Comercial,8.5,9.4,3,02:53,2.0
1815,Thomas Fernandes,Operacoes,,6.8,2,05:04,9.0
1862,Théo Moreira,Tecnologia da Informação,18.0,8.9,3,15h22,6.0
1269,Cecília da Luz,Operacoes,19.1,9.6,1,,10.0
1201,Amanda Gonçalves,Operações,18.5,8.3,4,07h53,2.0
1161,Laís Abreu,Tecnologia da Informação,17.5,9.0,5,23h34,
1555,Vinicius Mendes,ti,8.4,9.2,5,20h00,1.0
1729,Vinicius Viana,ti,19.5,7.8,4,18h16,10.0
1401,Maria Luiza Pacheco,Financeiro,19.4,8.0,4,07:50,3.0
1702,Enzo Gabriel Rocha,Recursos Humanos,14.0,8.2,2,,7.0
1476,Carolina Fonseca,Tecnologia da Informação,24.0,7.4,2,23h29,3.0
1821,Dr. Francisco Rios,Tecnologia da Informação,16.8,5.7,1,11h31,4.0
1771,Noah Araújo,RH,11.4,8.1,7,03:53,7.0
1105,Sra. Maria Cecília Alves,Recursos Humanos,6.8,7.9,2,23h10,8.0
1565,Sr. Benício da Cruz,Financeiro,14.0,9.3,3,,10.0
1389,Gael Rodrigues,Financeiro,12.0,10.0,3,04:04,1.0
1001,Luiza Albuquerque,Operacoes,,9.7,0,,3.0
1990,Alícia Melo,Operacoes,9.4,6.1,3,23h04,2.0
1740,Dr. Rafael Cassiano,Operacoes,21.4,8.6,5,17:50,8.0
1561,Dr. Ian Carvalho,Comercial,19.3,7.8,2,09h10,2.0
1931,Juliana Nascimento,TI,4.9,8.1,3,21:16,5.0
1080,Francisco Santos,Tecnologia da Informação,3.8,9.3,3,00:07,9.0
1205,Igor Cassiano,Tecnologia da Informação,11.8,10.3,3,19h32,4.0
1034,Henry Gabriel Silva,ti,13.0,6.7,4,01h15,4.0
1775,Sr. Enzo Andrade,Financeiro,15.3,7.7,1,17h57,2.0
1508,Sra. Esther Moraes,TI,22.9,8.2,2,21h26,1.0
1427,Davi Lucca Câmara,Operações,4.5,9.4,3,05h31,4.0
1454,Hellena Vasconcelos,Recursos Humanos,9.8,8.7,2,15h12,10.0
1366,Danilo Oliveira,Financeiro,2.6,6.8,2,21:42,
1091,Carolina Viana,Operacoes,11.3,8.2,3,02:49,5.0
1339,Dra. Sara da Costa,Tecnologia da Informação,12.5,6.1,1,15:12,
1897,Marcelo Freitas,Operações,12.9,8.5,6,20:59,1.0
1564,Maria Júlia da Luz,Financeiro,12.6,8.9,4,13h14,2.0
1345,João Guilherme da Rosa,Operações,13.3,7.4,1,19h18,8.0
1776,Hadassa da Cunha,TI,23.5,7.3,3,19:57,10.0
1241,Sr. Gabriel Azevedo,Operacoes,7.4,8.6,5,17h56,3.0
1013,Antony Cardoso,Financeiro,7.0,8.0,3,08h29,7.0
1315,Hadassa Leão,Tecnologia da Informação,17.9,9.5,5,03:09,4.0
1600,Allana Almeida,RH,18.3,11.0,1,16h47,4.0
1387,Srta. Ana Clara Almeida,Operacoes,17.0,8.2,2,21:40,2.0
1273,Agatha da Mota,Operacoes,5.7,5.6,4,04h17,2.0
1166,Laís Aragão,Operações,8.3,7.7,2,22h08,5.0
1840,Dr. Ravi Santos,Tecnologia da Informação,4.2,6.1,4,21h22,8.0
1636,Gabriel Siqueira,Financeiro,19.0,8.7,3,07h13,2.0
1646,Laís Siqueira,Financeiro,21.5,9.4,3,16:47,7.0
1818,Caroline da Rocha,Financeiro,2.1,9.4,3,01:29,4.0
1484,Vitor Campos,Operacoes,13.1,13.0,6,14:19,2.0
1521,Agatha Freitas,Tecnologia da Informação,14.3,10.1,7,07h19,4.0
1504,Dr. Calebe Cardoso,RH,15.6,9.5,1,12:33,9.0
1831,Anna Liz Teixeira,Operacoes,16.6,8.1,4,12:37,10.0
1243,Srta. Lunna Pacheco,ti,15.3,8.6,2,23:55,5.0
1566,Melissa das Neves,Operações,17.9,10.1,4,20h17,1.0
1875,Alana Barbosa,Recursos Humanos,12.0,10.9,3,06h22,9.0
1562,Antony Castro,Tecnologia da Informação,7.6,9.6,4,10h24,9.0
1972,Mariane Dias,Financeiro,8.9,10.2,3,09:40,9.0
1686,Lívia Sá,ti,,10.9,1,07h05,1.0
1957,Melina Lopes,Tecnologia da Informação,10.5,7.0,3,16h05,6.0
1189,Ana Clara Moura,Recursos Humanos,7.9,11.2,2,16:41,8.0
1782,Kaique Pinto,ti,6.1,8.8,0,01:23,3.0
1699,Renan da Rosa,Financeiro,12.4,6.6,2,10:15,4.0
1475,Lívia Sales,Financeiro,18.6,9.5,4,08h12,8.0
1681,Dra. Ana Liz Pereira,Operacoes,15.0,7.7,4,22:25,7.0
1510,Jade Brito,TI,13.3,7.8,4,19h43,8.0
1058,Davi Lucas Lopes,Financeiro,8.5,9.8,3,23:34,10.0
1474,Sra. Hellena Gonçalves,Operacoes,12.9,9.6,3,15h56,9.0
1560,Sr. Nicolas Mendes,Comercial,8.6,9.0,2,06:37,1.0
1856,Cecilia Rios,Financeiro,18.5,9.9,4,23h23,4.0
1747,Diogo Lima,Financeiro,19.1,9.2,1,07:37,3.0
1252,Clarice Dias,Operacoes,26.8,8.0,3,04:24,9.0
1021,Yago Silveira,Operacoes,14.7,8.3,3,08:08,3.0
1313,Dr. Nathan Marques,RH,18.2,9.3,4,20h07,9.0
1459,Srta. Maya Novaes,Recursos Humanos,4.0,8.6,2,11h49,7.0
1160,Rafael Nascimento,Financeiro,16.3,8.6,5,07h07,5.0
1276,Valentim Rios,Operações,14.4,7.5,5,,9.0
1955,Gustavo Henrique Machado,Operações,13.4,9.5,2,11h32,9.0
1191,Augusto Pacheco,Financeiro,11.0,7.5,5,15:22,2.0
1385,Sr. Arthur Gabriel Câmara,TI,9.2,8.2,3,22:28,3.0
1805,Mirella Jesus,Tecnologia da Informação,18.4,10.4,0,18:38,
1413,Vitor Gabriel Porto,Tecnologia da Informação,11.4,6.0,2,20h10,9.0
1491,Rodrigo Guerra,Operacoes,18.1,8.1,2,03h03,10.0
1343,Srta. Ísis da Luz,Tecnologia da Informação,3.0,9.6,2,12:09,10.0
1769,Diego da Costa,Tecnologia da Informação,15.2,9.1,2,12h28,1.0
1308,Levi Gomes,Financeiro,,8.6,1,03:25,5.0
1661,Júlia Rios,Financeiro,18.6,9.2,3,21:28,9.0
1130,Emanuel Camargo,Operações,11.8,7.7,1,20:27,2.0
1663,Rebeca Barbosa,ti,14.6,4.7,6,12h05,4.0
1871,Diogo da Mota,Recursos Humanos,13.9,10.4,4,21h06,7.0
1099,Dr. Vitor Machado,Recursos Humanos,8.1,7.8,2,10h42,10.0
1372,Brayan Cardoso,Tecnologia da Informação,,8.9,4,17h21,6.0
1087,Rafael Pacheco,ti,6.1,9.3,1,08h10,4.0
1458,Thomas da Cruz,Comercial,9.5,8.9,2,03h36,5.0
1330,José Rios,Financeiro,13.2,9.0,1,21:38,6.0
1214,Sofia Viana,Financeiro,6.4,9.5,3,01h08,8.0
1466,Joaquim Brito,Operações,2.8,9.3,4,17:59,1.0
1121,Maitê Abreu,Operacoes,21.6,7.7,3,02:26,4.0
1614,Ana Sophia Camargo,Tecnologia da Informação,9.7,10.3,2,03h51,10.0
1020,Davi Luiz Rezende,Operações,0.0,9.0,1,20:31,4.0
1700,Diego Costa,Operacoes,20.0,10.3,2,02:36,5.0
1071,Dr. Marcos Vinicius Peixoto,Operacoes,12.4,10.0,2,20:33,10.0
1106,Sarah Cardoso,ti,8.4,9.6,5,21h40,9.0
1270,Kamilly Siqueira,TI,18.0,7.4,2,14h41,5.0
1860,Sra. Maria Liz Sales,Operações,11.6,8.8,5,01h19,2.0
1435,Nicole Sampaio,ti,4.5,9.0,3,14h48,9.0
1102,Brayan Cunha,Operacoes,17.6,7.4,2,19:36,3.0
